,name,s1,s2,s3,split,audio_path,rating,Q,A
61,GZ1502-05,77.0,70.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-05.wav,4.0,What kind of performance might this be?,This is a student's performance.
61,GZ1502-05,77.0,70.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-05.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
62,GZ1502-06,79.0,87.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-06.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
62,GZ1502-06,79.0,87.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-06.wav,4.5,What kind of performance might this be?,This is a student's performance.
62,GZ1502-06,79.0,87.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-06.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
63,GZ1502-07,80.0,68.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-07.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
63,GZ1502-07,80.0,68.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-07.wav,4.0,What kind of performance might this be?,This is a student's performance.
63,GZ1502-07,80.0,68.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-07.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
64,GZ1502-08,79.0,72.0,76.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-08.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
64,GZ1502-08,79.0,72.0,76.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-08.wav,4.0,What kind of performance might this be?,This is a student's performance.
64,GZ1502-08,79.0,72.0,76.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-08.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
65,GZ1502-09,79.0,66.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-09.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
65,GZ1502-09,79.0,66.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-09.wav,4.0,What kind of performance might this be?,This is a student's performance.
65,GZ1502-09,79.0,66.0,75.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-09.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
66,GZ1502-10,70.0,70.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-10.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
66,GZ1502-10,70.0,70.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-10.wav,4.0,What kind of performance might this be?,This is a student's performance.
66,GZ1502-10,70.0,70.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-10.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
67,GZ1502-11,77.0,73.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-11.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
67,GZ1502-11,77.0,73.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-11.wav,4.0,What kind of performance might this be?,This is a student's performance.
67,GZ1502-11,77.0,73.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-11.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
68,GZ1502-12,70.0,55.0,74.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-12.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
68,GZ1502-12,70.0,55.0,74.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-12.wav,3.5,What kind of performance might this be?,This is a student's performance.
68,GZ1502-12,70.0,55.0,74.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-12.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
69,GZ1502-13,73.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-13.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
69,GZ1502-13,73.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-13.wav,4.0,What kind of performance might this be?,This is a student's performance.
69,GZ1502-13,73.0,80.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-13.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
70,GZ1502-14,72.0,89.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-14.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
70,GZ1502-14,72.0,89.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-14.wav,4.0,What kind of performance might this be?,This is a student's performance.
70,GZ1502-14,72.0,89.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-14.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
71,GZ1502-15,73.0,77.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-15.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
71,GZ1502-15,73.0,77.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-15.wav,4.0,What kind of performance might this be?,This is a student's performance.
71,GZ1502-15,73.0,77.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-15.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
72,GZ1502-16,70.0,68.0,78.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-16.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
72,GZ1502-16,70.0,68.0,78.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-16.wav,4.0,What kind of performance might this be?,This is a student's performance.
72,GZ1502-16,70.0,68.0,78.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-16.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
73,GZ1502-17,80.0,75.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-17.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
73,GZ1502-17,80.0,75.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-17.wav,4.0,What kind of performance might this be?,This is a student's performance.
73,GZ1502-17,80.0,75.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-17.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
74,GZ1502-18,75.0,65.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-18.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
74,GZ1502-18,75.0,65.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-18.wav,4.0,What kind of performance might this be?,This is a student's performance.
74,GZ1502-18,75.0,65.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-18.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
75,GZ1502-19,80.0,67.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-19.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
75,GZ1502-19,80.0,67.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-19.wav,4.0,What kind of performance might this be?,This is a student's performance.
75,GZ1502-19,80.0,67.0,77.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-19.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
76,GZ1502-20,80.0,75.0,79.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-20.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
76,GZ1502-20,80.0,75.0,79.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-20.wav,4.0,What kind of performance might this be?,This is a student's performance.
76,GZ1502-20,80.0,75.0,79.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-20.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
77,GZ1502-21,80.0,73.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-21.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
77,GZ1502-21,80.0,73.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-21.wav,4.0,What kind of performance might this be?,This is a student's performance.
77,GZ1502-21,80.0,73.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-21.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
78,GZ1502-22,85.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-22.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
78,GZ1502-22,85.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-22.wav,4.0,What kind of performance might this be?,This is a student's performance.
78,GZ1502-22,85.0,70.0,80.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-22.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
79,GZ1502-23,78.0,50.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-23.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
79,GZ1502-23,78.0,50.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-23.wav,3.5,What kind of performance might this be?,This is a student's performance.
79,GZ1502-23,78.0,50.0,60.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-23.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
80,GZ1502-24,76.0,75.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-24.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
80,GZ1502-24,76.0,75.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-24.wav,4.0,What kind of performance might this be?,This is a student's performance.
80,GZ1502-24,76.0,75.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-24.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
81,GZ1502-25,73.0,72.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-25.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
81,GZ1502-25,73.0,72.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-25.wav,4.0,What kind of performance might this be?,This is a student's performance.
81,GZ1502-25,73.0,72.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-25.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
82,GZ1502-26,71.0,72.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-26.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
82,GZ1502-26,71.0,72.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-26.wav,4.0,What kind of performance might this be?,This is a student's performance.
82,GZ1502-26,71.0,72.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-26.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
83,GZ1502-27,74.0,90.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-27.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
83,GZ1502-27,74.0,90.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-27.wav,4.5,What kind of performance might this be?,This is a student's performance.
83,GZ1502-27,74.0,90.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-27.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
84,GZ1502-28,72.0,60.0,71.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-28.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
84,GZ1502-28,72.0,60.0,71.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-28.wav,3.5,What kind of performance might this be?,This is a student's performance.
84,GZ1502-28,72.0,60.0,71.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-28.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
85,GZ1502-29,79.0,80.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-29.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
85,GZ1502-29,79.0,80.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-29.wav,4.0,What kind of performance might this be?,This is a student's performance.
85,GZ1502-29,79.0,80.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-29.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
86,GZ1502-30,73.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-30.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
86,GZ1502-30,73.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-30.wav,4.0,What kind of performance might this be?,This is a student's performance.
86,GZ1502-30,73.0,75.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-30.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
87,GZ1502-31,72.0,88.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-31.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
87,GZ1502-31,72.0,88.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-31.wav,4.0,What kind of performance might this be?,This is a student's performance.
87,GZ1502-31,72.0,88.0,79.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-31.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
88,GZ1502-32,75.0,77.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-32.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
88,GZ1502-32,75.0,77.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-32.wav,4.0,What kind of performance might this be?,This is a student's performance.
88,GZ1502-32,75.0,77.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-32.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
89,GZ1502-33,75.0,60.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-33.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
89,GZ1502-33,75.0,60.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-33.wav,3.5,What kind of performance might this be?,This is a student's performance.
89,GZ1502-33,75.0,60.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-33.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
90,GZ1502-34,79.0,70.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-34.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
90,GZ1502-34,79.0,70.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-34.wav,4.0,What kind of performance might this be?,This is a student's performance.
90,GZ1502-34,79.0,70.0,78.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-34.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
91,GZ1502-35,72.0,78.0,77.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-35.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
91,GZ1502-35,72.0,78.0,77.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-35.wav,4.0,What kind of performance might this be?,This is a student's performance.
91,GZ1502-35,72.0,78.0,77.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-35.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
92,GZ1502-36,71.0,82.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-36.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
92,GZ1502-36,71.0,82.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-36.wav,4.0,What kind of performance might this be?,This is a student's performance.
92,GZ1502-36,71.0,82.0,82.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-36.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
93,GZ1502-37,80.0,62.0,81.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-37.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
93,GZ1502-37,80.0,62.0,81.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-37.wav,4.0,What kind of performance might this be?,This is a student's performance.
93,GZ1502-37,80.0,62.0,81.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-37.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
94,GZ1502-38,72.0,92.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-38.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
94,GZ1502-38,72.0,92.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-38.wav,4.0,What kind of performance might this be?,This is a student's performance.
94,GZ1502-38,72.0,92.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-38.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
95,GZ1502-39,70.0,68.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-39.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
95,GZ1502-39,70.0,68.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-39.wav,3.5,What kind of performance might this be?,This is a student's performance.
95,GZ1502-39,70.0,68.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-39.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
96,GZ1502-40,75.0,77.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-40.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
96,GZ1502-40,75.0,77.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-40.wav,4.0,What kind of performance might this be?,This is a student's performance.
96,GZ1502-40,75.0,77.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-40.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
97,GZ1502-42,70.0,73.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-42.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
97,GZ1502-42,70.0,73.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-42.wav,4.0,What kind of performance might this be?,This is a student's performance.
97,GZ1502-42,70.0,73.0,68.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-42.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
98,GZ1502-43,73.0,74.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-43.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
98,GZ1502-43,73.0,74.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-43.wav,4.0,What kind of performance might this be?,This is a student's performance.
98,GZ1502-43,73.0,74.0,70.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-43.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
99,GZ1502-44,80.0,80.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-44.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
99,GZ1502-44,80.0,80.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-44.wav,4.0,What kind of performance might this be?,This is a student's performance.
99,GZ1502-44,80.0,80.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-44.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
100,GZ1502-45,76.0,78.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-45.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
100,GZ1502-45,76.0,78.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-45.wav,4.5,What kind of performance might this be?,This is a student's performance.
100,GZ1502-45,76.0,78.0,87.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-45.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
101,GZ1502-47,70.0,70.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-47.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
101,GZ1502-47,70.0,70.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-47.wav,4.0,What kind of performance might this be?,This is a student's performance.
101,GZ1502-47,70.0,70.0,72.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-47.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
102,GZ1502-48,68.0,55.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-48.wav,3.5,"How would you rate the performance, in a scale of 5?",3.5
102,GZ1502-48,68.0,55.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-48.wav,3.5,What kind of performance might this be?,This is a student's performance.
102,GZ1502-48,68.0,55.0,69.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-48.wav,3.5,"Which difficulty level is the piece, in a scale of 9?",3
103,GZ1502-49,75.0,80.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-49.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
103,GZ1502-49,75.0,80.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-49.wav,4.5,What kind of performance might this be?,This is a student's performance.
103,GZ1502-49,75.0,80.0,89.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-49.wav,4.5,"Which difficulty level is the piece, in a scale of 9?",3
104,GZ1502-50,80.0,78.0,62.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-50.wav,4.0,"How would you rate the performance, in a scale of 5?",4.0
104,GZ1502-50,80.0,78.0,62.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-50.wav,4.0,What kind of performance might this be?,This is a student's performance.
104,GZ1502-50,80.0,78.0,62.0,test,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-50.wav,4.0,"Which difficulty level is the piece, in a scale of 9?",3
105,GZ1502-51,77.0,90.0,85.0,train,/data/EECS-MachineListeningLab/datasets/LLaQo/YCU-PPE-III/raw/3/wav/GZ1502-51.wav,4.5,"How would you rate the performance, in a scale of 5?",4.5
