,split,audio_path,shape,Q,A
561,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0184.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
562,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0184.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
563,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0191.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
564,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0191.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
565,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0154.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
566,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0154.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
567,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0026.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
568,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0026.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
569,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0026.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
570,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0132.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
571,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0132.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
572,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0011.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
573,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0011.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
574,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0011.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
575,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0163.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
576,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0163.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
577,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0031.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
578,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0031.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
579,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0031.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
580,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0135.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
581,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0135.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
582,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0124.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
583,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0124.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
584,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0219.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
585,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0219.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
586,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0006.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
587,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0006.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
588,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0006.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
589,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0210.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
590,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0210.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
591,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0220.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
592,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0220.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
593,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0157.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
594,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0157.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
595,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0187.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
596,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0187.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
597,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0015.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
598,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0015.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
599,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0015.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
600,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0123.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
601,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0123.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
602,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0121.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
603,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0121.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
604,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0173.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
605,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0173.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
606,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0151.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
607,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0151.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
608,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0130.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
609,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0130.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
610,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0142.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
611,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0142.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
612,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0024.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
613,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0024.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
614,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0024.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
615,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0197.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
616,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0197.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
617,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0205.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
618,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0205.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
619,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0004.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
620,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0004.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
621,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0004.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
622,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0206.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
623,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0206.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
624,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0170.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
625,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0170.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
626,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0224.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
627,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0224.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
628,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0136.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
629,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0136.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
630,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0155.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
631,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0155.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
632,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0176.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
633,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0176.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
634,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0030.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
635,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0030.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
636,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0030.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
637,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0164.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
638,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0164.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
639,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0117.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
640,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0117.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
641,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0159.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
642,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0159.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
643,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0131.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
644,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0131.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
645,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0182.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
646,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0182.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
647,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0230.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
648,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/sample0230.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
649,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0028.wav,6_2,How is the articulation in the piece?,The piece is played with staccato articulation.
650,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0028.wav,6_2,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
651,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/6_2/staccato0028.wav,6_2,"Which difficulty level is the piece, in a scale of 9?",1
652,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0023_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
653,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0023_front_back_mix.wav,7,How is the articulation in the piece?,The piece is played with staccato articulation.
654,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0023_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
655,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0023_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
656,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0061_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
657,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0061_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
658,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0061_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
659,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0021_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
660,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0021_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
661,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0021_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
662,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0099_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
663,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0099_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
664,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0099_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
665,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0076_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
666,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0076_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
667,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0076_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
668,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0084_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
669,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0084_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
670,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0084_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
671,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0016_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
672,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0016_front_back_mix.wav,7,How is the articulation in the piece?,The piece is played with staccato articulation.
673,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0016_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
674,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0016_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
675,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0073_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
676,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0073_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
677,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0073_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
678,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0025_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
679,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0025_front_back_mix.wav,7,How is the articulation in the piece?,The piece is played with staccato articulation.
680,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0025_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
681,test,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0025_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
682,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0100_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
683,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0100_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
684,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0100_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
685,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0095_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
686,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0095_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
687,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0095_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
688,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0114_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
689,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0114_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
690,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0114_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
691,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0097_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
692,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0097_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
693,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0097_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
694,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0109_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
695,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0109_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
696,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0109_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
697,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0014_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
698,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0014_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
699,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0014_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
700,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0030_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
701,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0030_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
702,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/sample0030_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
703,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0017_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
704,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0017_front_back_mix.wav,7,How is the articulation in the piece?,The piece is played with staccato articulation.
705,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0017_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
706,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0017_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
707,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0031_front_back_mix.wav,7,How is the tempo change in the piece?,"The tempo is increasing, with a accel. applied on the phrase."
708,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0031_front_back_mix.wav,7,How is the articulation in the piece?,The piece is played with staccato articulation.
709,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0031_front_back_mix.wav,7,What is the stylistic period of the piece? Who is the potential composer?,This is a short technical excercise for student. It could be from Hanon or Schmitt.
710,train,/data/EECS-MachineListeningLab/datasets/LLaQo/music_shape_dataset/7/staccato0031_front_back_mix.wav,7,"Which difficulty level is the piece, in a scale of 9?",1
